-1.500000	-1.000000	1062.500000
-1.496152	2.238441	6.230777
-1.210166	1.389348	5.449653
-1.075895	1.139718	4.341144
-0.865042	0.708053	3.640337
-0.666722	0.405482	2.930339
-0.477999	0.192887	2.311185
-0.295997	0.054491	1.789323
-0.126025	-0.013008	1.351398
0.040102	-0.025990	0.997570
0.187334	0.013417	0.707417
0.339648	0.092161	0.489887
0.456733	0.194896	0.313932
0.601922	0.341230	0.202902
0.678241	0.454187	0.106921
0.826866	0.661618	0.078769
0.858822	0.736554	0.020035
0.976054	0.938939	0.019461
0.982442	0.965152	0.000308
0.999858	0.999413	0.000009
0.999992	0.999984	0.000000
1.000000	1.000000	0.000000
